F	131	1
F	122	3
F	85	0
F	122	2
F	66	2
F	63	2
F	53	2
F	112	0
F	106	0
F	12	6
F	94	2
F	93	4
F	24	0
F	78	2
F	106	4
F	87	0
F	136	5
F	137	1
X	31	6
X	101	3
X	126	1
X	0	0
X	123	4
A	138	10
A	139	2
A	140	9
A	141	9
A	142	2
A	143	6
A	144	5
A	145	5
A	146	5
A	147	3
A	148	7
A	149	9
A	150	8
A	151	6
A	152	4
A	153	2
A	154	1
A	155	6
A	156	6
A	157	5
A	158	1
A	159	9
A	160	1
A	161	7
A	162	7
A	163	3
A	164	2
A	165	8
A	166	8
A	167	3
A	168	9
A	169	4
A	170	10
A	171	6
A	172	8
A	173	4
A	174	4
A	175	10
A	176	9
A	177	1
A	178	6
A	179	3
A	180	9
A	181	4
A	182	10
A	183	5
A	184	7
A	185	3
A	186	8
A	187	4
A	188	1
A	189	5
A	190	6
A	191	2
A	192	5
A	193	5
A	194	10
A	195	3
A	196	6
A	197	6
A	198	9
A	199	1
A	200	3
A	201	7
A	202	4
A	203	3
A	204	1
A	205	5
A	206	3
A	207	5
A	208	3
A	209	10
A	210	1
A	211	3
A	212	3
A	213	8
A	214	7
A	215	6
A	216	4
A	217	5
A	218	7
A	219	1
A	220	9
A	221	5
A	222	8
A	223	1
A	224	4
A	225	6
A	226	3
A	227	9
A	228	7
A	229	3
A	230	4
A	231	5
A	232	1
A	233	3
A	234	5
A	235	1
A	236	8
A	237	7
A	238	6
A	239	4
A	240	4
A	241	5
X	87	1
X	48	4
X	16	2
X	64	7
X	122	4
X	163	2
X	240	0
X	30	5
X	168	4
X	235	0
X	102	6
X	148	3
F	130	0
F	183	4
F	225	5
F	207	2
X	236	7
X	109	4
X	35	2
X	15	5
X	10	7
X	100	1
X	107	3
X	188	0
X	77	0
X	56	2
X	158	0
X	24	4
X	176	5
X	17	3
X	9	1
X	28	1
X	94	0
X	51	1
X	223	0
X	209	8
X	170	9
X	157	4
X	70	2
X	202	2
X	125	0
X	94	1
X	67	0
X	82	0
X	107	4
X	167	0
X	165	2
X	149	0
X	146	0
X	172	2
X	60	1
X	75	0
X	61	0
X	28	8
X	60	6
X	57	1
X	157	4
X	180	0
X	185	0
X	135	1
X	105	1
X	211	1
X	38	2
X	78	0
X	205	0
X	139	0
X	173	3
X	146	3
X	173	0
X	15	2
X	79	3
X	11	0
X	228	2
X	78	1
X	144	0
X	91	0
X	180	3
X	24	5
X	84	1
X	176	5
X	199	0
X	141	8
A	242	4
A	243	8
A	244	7
A	245	2
A	246	6
A	247	9
A	248	2
A	249	10
A	250	3
A	251	2
A	252	7
A	253	8
A	254	6
A	255	8
A	256	6
A	257	7
A	258	6
A	259	5
A	260	7
A	261	4
A	262	8
A	263	5
A	264	1
A	265	1
A	266	3
A	267	10
A	268	9
A	269	8
A	270	9
A	271	5
A	272	3
A	273	2
A	274	5
A	275	6
A	276	2
A	277	9
A	278	5
A	279	7
A	280	4
A	281	1
A	282	10
A	283	1
A	284	10
A	285	10
A	286	3
A	287	6
A	288	1
A	289	8
X	65	5
X	248	1
X	157	4
X	69	2
X	94	1
X	213	2
X	151	3
X	279	1
X	111	1
X	72	0
X	232	0
X	255	2
X	11	1
X	282	0
X	272	1
X	19	0
X	120	3
X	177	0
X	186	7
X	82	0
X	128	3
X	221	1
X	283	0
X	181	0
X	125	0
X	101	2
X	273	0
X	43	1
X	176	1
X	274	2
X	125	0
X	156	2
X	146	2
X	161	5
X	70	0
X	187	2
X	136	8
X	236	5
X	31	2
X	135	6
F	1	6
F	150	4
F	184	0
F	191	1
F	136	0
F	249	4
X	216	0
X	7	5
X	159	8
X	79	2
X	137	4
X	203	2
X	62	2
X	109	3
X	63	1
X	258	0
X	93	5
X	9	1
X	48	5
X	101	6
X	282	2
X	107	5
X	16	1
X	15	4
X	185	2
X	219	0
X	215	2
A	290	5
A	291	8
A	292	7
A	293	1
A	294	10
A	295	1
A	296	3
A	297	7
A	298	4
A	299	4
A	300	3
A	301	9
A	302	4
A	303	10
A	304	9
A	305	10
A	306	3
A	307	5
A	308	2
A	309	4
A	310	3
A	311	7
A	312	3
A	313	8
A	314	8
A	315	8
A	316	3
A	317	5
A	318	5
A	319	4
A	320	7
A	321	9
A	322	4
A	323	1
A	324	3
A	325	3
A	326	1
A	327	8
A	328	3
A	329	7
A	330	2
A	331	2
A	332	1
A	333	4
A	334	4
A	335	8
A	336	4
A	337	4
A	338	3
A	339	1
A	340	8
A	341	3
A	342	2
A	343	9
A	344	3
A	345	10
A	346	1
A	347	1
A	348	8
A	349	7
A	350	7
A	351	4
A	352	1
A	353	8
A	354	10
A	355	1
A	356	2
A	357	2
A	358	1
A	359	5
A	360	6
A	361	10
A	362	10
A	363	8
A	364	1
A	365	5
A	366	4
A	367	6
A	368	5
A	369	7
A	370	9
A	371	8
A	372	9
A	373	3
A	374	8
A	375	6
A	376	3
A	377	6
A	378	4
A	379	6
A	380	9
X	237	6
X	24	3
X	344	2
X	13	7
X	33	1
X	205	2
X	149	6
X	335	3
X	53	0
X	42	4
X	349	1
X	8	2
X	148	4
X	351	0
X	370	0
X	289	2
X	188	0
X	311	1
X	149	0
X	216	0
X	233	2
X	374	7
X	317	0
X	45	4
X	186	4
X	227	3
X	290	4
X	159	5
X	84	0
X	371	4
F	307	4
F	42	4
F	220	5
F	284	0
F	46	1
F	141	4
F	292	4
F	101	2
F	226	1
F	20	2
F	52	3
F	353	0
F	26	7
F	186	0
F	183	1
X	241	4
X	301	0
X	144	1
X	54	0
X	257	2
X	244	5
X	354	4
X	357	0
X	45	0
X	96	0
X	276	0
X	199	0
X	71	0
X	197	2
X	87	1
X	54	0
X	65	7
X	134	2
X	90	1
X	280	0
X	288	0
X	217	3
X	321	7
X	49	6
X	357	1
X	364	0
X	211	1
X	218	4
X	182	1
X	90	4
X	342	0
X	34	0
X	260	5
X	321	0
X	114	0
X	306	2
X	240	0
X	300	1
X	362	1
X	152	1
X	339	0
X	241	3
X	181	3
X	73	0
X	369	6
X	75	0
X	245	1
X	199	0
X	57	0
X	12	5
X	167	0
X	9	1
A	381	6
A	382	8
A	383	4
A	384	7
A	385	9
A	386	6
A	387	1
A	388	5
A	389	1
A	390	5
A	391	2
A	392	7
A	393	5
A	394	6
A	395	9
A	396	3
A	397	8
A	398	9
A	399	3
A	400	9
A	401	5
A	402	8
A	403	3
A	404	4
X	217	2
X	373	2
X	237	3
X	24	2
X	212	0
X	181	1
X	298	2
X	13	4
X	80	2
X	120	1
X	163	0
X	276	1
X	140	0
X	259	1
X	385	5
X	82	0
X	363	1
X	156	4
X	212	2
X	121	3
X	286	2
X	358	0
X	87	2
X	378	1
X	135	1
X	101	7
X	263	2
X	121	1
X	383	3
X	282	4
X	327	2
X	279	1
X	1	0
X	77	1
X	211	0
X	277	1
X	182	1
X	268	6
X	311	3
X	123	2
X	220	8
X	370	8
X	163	0
X	32	4
X	355	0
X	203	1
X	259	4
X	305	7
X	72	0
X	392	3
X	235	0
X	165	5
X	49	5
X	62	1
X	17	4
X	392	2
X	288	0
X	268	6
X	46	6
X	200	0
X	391	1
X	213	0
X	72	1
X	204	0
X	197	4
X	18	4
X	326	0
X	389	0
X	71	0
X	226	2
X	367	4
X	157	0
X	135	6
X	20	7
X	372	0
X	391	0
X	242	3
X	185	1
X	326	0
X	64	7
X	289	1
X	267	8
X	375	2
X	378	0
X	289	4
X	295	0
X	245	1
X	79	0
X	244	0
X	293	0
X	326	0
X	82	0
X	131	0
X	319	3
X	323	0
X	158	0
X	269	4
X	32	4
X	335	6
X	373	1
X	403	1
X	238	4
X	213	6
X	223	0
X	379	3
X	340	1
X	154	0
X	120	7
X	383	1
X	193	2
X	401	4
X	395	0
X	384	3
X	82	0
X	244	1
X	8	2
X	173	3
X	275	0
X	219	0
X	372	6
X	340	7
X	251	0
X	356	1
X	195	2
X	184	5
X	110	1
X	156	4
X	116	1
X	325	2
X	373	0
X	126	3
X	206	0
X	329	5
X	242	0
X	56	1
X	14	3
X	394	4
X	281	0
X	228	6
X	108	4
X	348	2
X	356	0
X	88	8
X	7	5
X	287	5
X	305	7
X	21	1
X	236	5
X	110	1
X	63	5
X	167	0
X	294	6
X	21	5
X	88	6
X	126	5
X	75	1
X	39	0
X	2	5
X	225	2
X	307	3
X	118	0
F	125	0
F	145	2
F	330	1
F	123	3
F	247	1
F	326	0
F	62	7
F	204	0
F	274	2
F	121	5
F	179	2
F	331	0
X	8	2
X	15	4
X	27	6
X	225	3
X	383	3
X	0	4
X	143	3
X	188	0
X	4	6
X	177	0
X	374	6
X	384	5
X	100	1
X	357	0
X	371	2
X	327	2
X	83	0
X	5	6
X	52	0
X	68	1
X	304	3
X	308	1
X	77	1
X	245	1
X	109	2
X	384	2
X	102	6
X	157	0
X	369	1
X	399	1
X	42	0
X	345	9
X	179	0
X	361	4
X	47	0
A	405	4
A	406	9
A	407	5
A	408	10
A	409	9
A	410	7
A	411	1
A	412	6
A	413	4
A	414	8
A	415	6
A	416	8
A	417	2
A	418	1
A	419	7
A	420	1
A	421	4
A	422	3
A	423	7
A	424	10
A	425	4
A	426	3
A	427	7
A	428	6
A	429	2
A	430	1
A	431	1
A	432	7
A	433	6
A	434	5
A	435	6
A	436	5
A	437	1
A	438	3
A	439	6
A	440	9
A	441	9
A	442	3
A	443	8
A	444	6
A	445	3
A	446	4
A	447	9
A	448	8
A	449	9
A	450	4
A	451	8
A	452	8
A	453	7
A	454	5
A	455	9
A	456	6
A	457	6
A	458	7
A	459	8
A	460	8
A	461	9
A	462	2
A	463	4
A	464	10
A	465	5
A	466	9
A	467	1
A	468	5
A	469	6
A	470	9
A	471	8
A	472	3
A	473	6
A	474	5
A	475	1
A	476	7
A	477	8
A	478	2
A	479	2
A	480	2
A	481	6
A	482	9
A	483	2
A	484	5
A	485	7
A	486	3
A	487	10
A	488	9
A	489	6
A	490	4
A	491	6
A	492	7
A	493	4
A	494	2
A	495	1
A	496	4
A	497	2
A	498	10
A	499	8
A	500	6
X	463	1
X	401	0
X	222	7
X	494	1
X	232	0
X	355	0
X	232	0
X	335	3
X	113	2
X	66	0
X	489	0
X	336	1
X	136	2
X	234	1
X	227	1
X	365	0
X	263	3
X	293	0
X	298	0
X	179	1
X	486	1
X	349	3
X	299	3
X	264	0
X	42	2
X	370	6
X	439	5
X	83	0
X	271	0
X	216	1
X	314	6
X	219	0
X	10	5
X	62	2
X	129	5
X	486	2
X	165	2
X	410	3
X	28	9
X	128	2
X	170	6
X	182	2
X	458	0
X	73	0
X	254	0
X	250	0
X	408	2
X	60	2
X	84	1
X	150	5
X	161	2
X	170	9
X	105	3
X	401	3
X	35	1
X	454	4
X	10	5
X	40	2
X	494	1
X	367	0
X	18	4
X	396	1
X	84	4
X	349	4
X	292	0
X	74	5
X	423	4
X	149	6
X	92	0
X	39	0
X	486	0
X	457	4
X	205	2
X	275	3
X	384	1
X	379	1
X	400	2
X	195	0
X	285	8
X	259	0
X	21	4
X	177	0
X	182	6
X	412	0
F	206	1
F	40	0
F	308	0
F	295	0
F	310	1
F	325	2
F	27	6
F	498	1
F	350	2
F	123	5
F	393	0
F	398	0
F	405	1
F	25	5
F	360	0
F	358	0
F	499	5
F	275	1
F	21	0
F	144	0
X	163	1
X	152	2
X	80	2
X	169	2
X	52	6
X	211	2
X	440	8
X	476	2
X	249	9
X	87	2
X	106	3
X	311	4
X	147	0
X	181	3
X	411	0
X	187	2
X	5	1
X	253	1
X	40	1
X	353	6
X	412	4
X	192	4
X	458	5
X	281	0
X	160	0
X	285	6
X	280	3
X	13	3
X	378	0
X	376	0
X	24	3
X	82	0
X	24	2
X	270	6
X	94	1
X	213	5
X	251	0
X	396	0
X	260	3
X	442	2
X	494	1
X	305	7
X	205	2
X	341	1
X	403	1
X	414	7
X	497	0
X	309	2
X	5	0
X	284	1
X	286	0
X	367	0
X	425	1
X	190	3
A	501	2
A	502	1
A	503	10
A	504	8
A	505	3
A	506	1
A	507	8
A	508	1
A	509	4
A	510	4
A	511	7
A	512	4
A	513	7
A	514	10
A	515	8
A	516	9
A	517	2
A	518	4
A	519	4
A	520	5
A	521	7
A	522	7
A	523	9
A	524	5
X	72	1
X	406	7
X	269	7
X	467	0
X	91	4
X	363	1
X	439	3
X	96	0
X	151	1
X	335	6
X	367	0
X	360	1
X	359	3
X	1	2
X	404	2
X	352	0
X	385	3
X	8	2
X	266	0
X	44	0
X	441	3
X	422	1
X	5	5
X	300	1
X	346	0
X	375	4
X	154	0
X	422	1
X	102	6
X	38	4
X	490	1
X	261	3
X	291	7
X	385	1
X	74	3
X	273	1
X	110	1
X	276	1
X	146	3
X	383	1
X	73	0
X	0	2
X	54	2
X	273	0
X	471	7
X	436	4
X	251	0
X	287	5
X	319	2
X	348	4
X	345	1
X	485	0
X	515	3
X	292	3
X	205	2
X	290	1
X	352	0
X	148	1
X	12	5
X	174	2
X	394	0
X	101	5
X	91	6
X	459	1
X	97	0
X	231	4
X	512	2
X	5	5
X	278	1
X	63	5
X	365	1
X	19	0
X	413	0
X	347	0
X	371	0
X	496	2
X	364	0
X	238	1
X	245	0
X	153	1
X	341	1
X	336	1
X	202	3
X	350	3
X	504	3
X	288	0
X	11	6
X	374	3
X	259	3
X	88	8
X	434	4
X	407	4
X	208	1
X	389	0
X	32	2
X	74	6
X	339	0
X	470	4
X	90	3
X	467	0
X	374	5
X	110	1
X	138	2
X	322	3
X	386	3
X	509	1
X	175	3
X	423	2
F	232	0
F	277	8
F	310	0
F	244	0
F	281	0
F	405	2
X	192	4
X	219	0
X	239	0
X	224	2
X	494	1
X	234	2
X	338	2
X	285	0
X	41	1
X	290	2
X	199	0
X	211	2
X	495	0
X	406	4
X	486	0
X	53	0
X	396	0
X	107	1
X	106	2
X	349	3
X	445	2
X	282	3
X	208	2
X	9	0
X	170	0
X	459	2
X	362	8
X	43	1
X	292	2
X	298	0
X	202	0
X	439	0
X	415	2
X	312	0
X	27	3
X	64	1
X	254	5
X	34	6
X	432	0
X	434	0
X	192	0
X	345	2
X	143	4
X	91	5
X	352	0
X	452	3
X	198	8
X	2	6
X	471	4
X	369	6
X	217	2
X	444	3
X	277	1
X	79	1
X	335	2
X	316	0
X	471	4
X	345	7
X	254	3
X	380	7
X	435	3
X	288	0
X	285	2
X	181	2
X	167	0
X	399	2
X	306	1
X	214	5
X	109	3
X	417	0
A	525	9
A	526	8
A	527	6
A	528	6
A	529	5
A	530	1
A	531	2
A	532	8
A	533	8
A	534	10
A	535	1
A	536	9
A	537	10
A	538	2
A	539	3
A	540	5
A	541	1
A	542	2
A	543	3
A	544	10
A	545	1
A	546	7
A	547	6
A	548	8
A	549	4
A	550	2
A	551	1
X	23	1
X	154	0
X	3	7
X	370	0
X	73	0
X	312	0
X	62	2
X	208	0
X	107	3
X	349	2
X	461	5
X	509	2
X	456	4
X	393	4
X	504	6
X	143	4
X	94	0
X	87	2
X	113	2
X	18	4
X	268	8
X	67	2
X	209	3
X	138	1
X	473	4
X	324	2
X	359	0
X	267	9
X	83	0
X	233	1
X	225	2
X	416	4
X	531	0
X	238	1
X	547	4
X	183	0
X	397	0
X	458	0
X	297	3
X	485	3
X	206	2
X	365	3
X	114	0
X	365	1
X	230	1
X	495	0
X	238	2
X	321	1
X	63	3
X	351	0
X	497	0
X	511	1
X	203	2
X	545	0
X	389	0
X	316	0
X	49	8
X	446	1
X	291	2
X	524	4
F	46	0
F	71	1
F	426	0
F	42	2
F	155	2
F	338	2
F	73	0
F	341	2
F	366	3
F	120	2
F	34	3
F	52	5
X	239	1
X	367	1
X	164	1
X	8	0
X	9	0
X	490	2
X	425	3
X	30	2
X	345	4
X	282	2
X	189	3
X	395	3
X	150	1
X	164	1
X	481	5
X	69	7
X	527	4
X	284	3
X	147	0
X	278	2
X	470	7
X	483	0
X	111	2
X	143	2
X	327	1
X	476	5
X	313	0
X	349	0
X	536	2
X	54	3
X	468	0
X	151	2
X	228	3
X	463	3
X	223	0
X	29	1
X	334	0
X	410	3
X	393	2
X	154	0
X	17	5
X	314	4
X	533	4
X	443	5
X	415	3
X	220	8
X	14	3
X	126	1
X	262	3
X	192	3
X	108	1
X	19	0
X	19	1
X	56	1
X	109	0
X	14	6
X	163	1
X	392	1
X	205	1
X	442	0
X	261	0
X	100	1
X	349	3
X	311	6
X	457	0
X	4	1
X	479	1
X	438	2
X	272	0
X	538	1
X	354	5
X	314	0
X	344	2
X	24	5
X	37	2
X	502	0
X	48	5
X	452	5
X	445	1
X	544	7
X	221	1
X	291	6
X	467	0
X	80	3
X	538	1
X	532	1
X	155	3
X	208	1
X	241	1
X	218	0
X	274	1
A	552	4
A	553	3
A	554	2
A	555	4
A	556	3
A	557	2
A	558	9
A	559	3
A	560	9
A	561	3
A	562	1
A	563	5
A	564	6
A	565	8
A	566	8
A	567	4
A	568	9
A	569	2
A	570	4
A	571	10
A	572	10
A	573	9
A	574	2
A	575	9
A	576	4
A	577	4
A	578	1
A	579	4
A	580	5
A	581	4
A	582	10
A	583	7
A	584	7
A	585	5
A	586	8
A	587	9
A	588	10
A	589	1
A	590	8
A	591	10
A	592	1
A	593	4
A	594	7
A	595	8
A	596	6
A	597	7
A	598	1
A	599	4
A	600	9
A	601	9
A	602	5
A	603	4
A	604	1
A	605	9
A	606	3
A	607	4
A	608	2
X	51	5
X	480	0
X	137	4
X	415	0
X	69	2
X	32	0
X	59	3
X	544	6
X	558	7
X	557	0
X	371	6
X	135	1
X	520	3
X	259	0
X	148	2
X	499	6
X	311	6
X	302	3
X	351	0
X	600	7
X	222	4
X	378	1
X	355	0
X	60	2
X	478	1
X	249	6
X	587	7
X	65	1
X	469	0
X	191	0
X	436	2
X	285	1
X	397	6
X	226	2
X	420	0
X	487	5
X	511	3
X	201	3
X	427	2
X	4	5
X	300	1
X	314	1
X	424	6
X	373	0
X	348	2
X	184	2
X	52	0
X	215	1
X	71	2
X	426	2
X	240	0
X	387	0
X	384	5
X	537	6
F	26	0
F	559	2
F	566	5
F	82	0
F	109	4
F	375	4
F	64	6
F	128	3
F	146	2
X	148	0
X	87	1
X	530	0
X	9	1
X	230	0
X	357	0
X	383	2
X	198	8
X	370	3
X	466	3
X	320	1
X	93	2
X	395	2
X	596	1
X	17	6
X	355	0
X	17	5
X	339	0
X	484	1
X	139	1
X	379	1
X	231	0
X	554	1
X	185	0
X	376	2
X	482	2
X	582	6
X	327	4
X	597	0
X	284	8
X	289	3
X	87	1
X	380	0
X	185	0
X	375	2
X	49	1
X	337	0
X	309	3
X	143	3
X	334	1
X	9	0
X	269	0
X	447	7
X	586	2
X	583	1
X	119	0
X	47	0
X	33	1
X	149	5
X	377	1
X	172	0
X	43	1
X	324	1
X	604	0
X	304	0
X	487	0
X	63	5
A	609	8
A	610	8
A	611	10
A	612	9
A	613	6
A	614	8
A	615	6
A	616	3
A	617	9
A	618	7
A	619	10
A	620	3
A	621	2
A	622	1
A	623	5
A	624	7
A	625	1
A	626	3
A	627	1
A	628	1
A	629	10
A	630	9
A	631	4
A	632	9
A	633	9
A	634	1
A	635	2
A	636	5
A	637	6
A	638	4
A	639	10
A	640	10
A	641	2
A	642	5
A	643	3
A	644	1
A	645	10
A	646	10
A	647	10
A	648	10
A	649	5
A	650	9
A	651	8
A	652	10
A	653	6
A	654	1
A	655	2
A	656	2
A	657	2
A	658	1
A	659	5
A	660	9
A	661	1
A	662	8
A	663	4
A	664	8
A	665	10
A	666	5
A	667	1
A	668	4
A	669	1
A	670	4
A	671	4
A	672	6
A	673	5
A	674	9
A	675	7
A	676	4
A	677	1
A	678	8
A	679	10
A	680	10
A	681	9
A	682	2
A	683	9
A	684	3
A	685	1
A	686	5
A	687	10
A	688	4
X	323	0
X	117	1
X	541	0
X	195	1
X	570	0
X	355	0
X	669	0
X	518	3
X	150	2
X	25	7
X	443	5
X	480	1
X	16	5
X	419	5
X	574	1
X	389	0
X	21	3
X	593	3
X	604	0
X	51	1
X	221	3
X	206	0
X	360	1
X	97	0
X	129	7
X	588	8
X	314	4
X	576	1
X	549	0
X	660	5
X	638	3
X	561	1
X	98	2
X	91	2
X	252	1
X	223	0
X	347	0
X	285	5
X	363	5
X	505	1
X	681	8
X	189	1
X	214	0
X	46	2
X	623	0
X	544	1
X	271	2
X	195	0
X	11	5
X	99	8
X	380	6
X	56	2
X	617	5
X	545	0
F	214	0
F	106	3
F	434	4
F	108	2
F	637	5
F	527	0
F	262	7
X	101	5
X	11	3
X	40	1
X	488	6
X	114	0
X	7	3
X	448	4
X	405	3
X	148	2
X	320	3
X	556	1
X	329	3
X	198	6
X	507	3
X	321	8
X	222	5
X	120	6
X	534	8
X	348	5
X	350	1
X	374	0
X	117	0
X	228	2
X	389	0
X	306	0
X	685	0
X	384	2
X	229	1
X	426	2
X	453	0
X	207	0
X	515	1
X	149	5
X	197	4
X	516	3
X	118	1
X	246	0
X	540	3
X	316	2
X	386	3
X	334	0
X	309	3
A	689	5
A	690	8
A	691	9
A	692	2
A	693	2
A	694	6
A	695	10
A	696	1
A	697	1
A	698	6
A	699	5
A	700	8
A	701	9
A	702	5
A	703	6
A	704	3
A	705	6
A	706	7
A	707	6
A	708	10
A	709	4
A	710	6
A	711	4
A	712	5
A	713	9
A	714	8
A	715	1
A	716	2
A	717	8
A	718	9
A	719	2
A	720	8
A	721	5
A	722	10
A	723	4
A	724	1
A	725	8
A	726	4
A	727	5
A	728	6
A	729	3
A	730	9
A	731	2
A	732	10
A	733	2
A	734	9
A	735	8
A	736	1
A	737	6
A	738	10
A	739	9
A	740	6
A	741	3
A	742	1
A	743	3
A	744	6
A	745	10
A	746	4
A	747	7
A	748	5
A	749	2
A	750	8
A	751	10
A	752	4
A	753	3
A	754	2
A	755	4
A	756	9
A	757	9
A	758	3
A	759	5
A	760	2
A	761	5
